image_names,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
forest_cdmc284.jpg,0.5541687,0.2548523,0.06997681,0.037231445,0.02305603,0.01737976,0.014251709,0.029083252,0.6138153,0.23606873,0.05596924,0.028717041,0.016067505,0.012374878,0.013900757,0.023086548,0.45417786,0.30604553,0.10083008,0.045684814,0.024810791,0.018951416,0.015686035,0.033813477
forest_cdmc291.jpg,0.50979614,0.29708862,0.090408325,0.04296875,0.027435303,0.019500732,0.010726929,0.0020751953,0.32321167,0.3604126,0.16647339,0.06237793,0.037139893,0.025497437,0.017852783,0.0070343018,0.5445099,0.30506897,0.089141846,0.035324097,0.018096924,0.005584717,0.0015411377,0.0007324219
forest_cdmc415.jpg,0.13230896,0.2324524,0.23554993,0.1733551,0.105148315,0.0675354,0.039413452,0.01423645,0.06745911,0.16021729,0.21232605,0.21170044,0.15631104,0.096343994,0.06703186,0.02861023,0.098236084,0.23947144,0.24794006,0.16824341,0.09284973,0.07064819,0.058929443,0.02368164
forest_cdmc494.jpg,0.018035889,0.06965637,0.08604431,0.10217285,0.14476013,0.23442078,0.19998169,0.14492798,0.03538513,0.078552246,0.10115051,0.14595032,0.2054596,0.25080872,0.1569519,0.025741577,0.2180481,0.17492676,0.26667786,0.24713135,0.06925964,0.016204834,0.007751465,0.0
forest_cdmc278.jpg,0.23432922,0.4102478,0.1897583,0.08668518,0.04032898,0.023223877,0.011734009,0.003692627,0.20649719,0.3952179,0.21896362,0.1003418,0.043884277,0.02142334,0.010757446,0.0029144287,0.40335083,0.33554077,0.15400696,0.058624268,0.026184082,0.014099121,0.006942749,0.0012512207
forest_cdmc333.jpg,0.015640259,0.0178833,0.2870636,0.43804932,0.16239929,0.03125,0.019012451,0.028701782,0.015701294,0.02015686,0.27526855,0.3765564,0.22607422,0.029571533,0.018676758,0.037994385,0.058532715,0.48527527,0.28100586,0.079574585,0.029296875,0.01727295,0.016937256,0.032104492
forest_for119.jpg,0.030395508,0.12611389,0.2186737,0.27833557,0.17408752,0.054656982,0.026657104,0.09107971,0.016052246,0.095825195,0.18850708,0.29077148,0.21443176,0.07221985,0.02998352,0.09220886,0.042251587,0.16879272,0.28585815,0.2523346,0.103897095,0.03338623,0.02268982,0.090789795
forest_cdmc331.jpg,0.037200928,0.12272644,0.26264954,0.31713867,0.15312195,0.076187134,0.028640747,0.0023345947,0.07948303,0.1816864,0.31489563,0.26472473,0.11155701,0.04359436,0.003829956,0.00022888184,0.26132202,0.40725708,0.2441864,0.07763672,0.008926392,0.00062561035,4.5776367e-05,0.0
forest_for127.jpg,0.0061035156,0.1038208,0.24317932,0.26591492,0.23368835,0.112197876,0.029251099,0.005844116,0.009674072,0.13381958,0.21394348,0.24505615,0.24372864,0.12411499,0.026397705,0.0032653809,0.105407715,0.29725647,0.313797,0.1978302,0.06944275,0.0143585205,0.001876831,3.0517578e-05
forest_for153.jpg,0.044204712,0.13040161,0.13899231,0.15557861,0.16404724,0.17156982,0.14515686,0.050048828,0.058380127,0.12602234,0.15211487,0.2211914,0.2564087,0.11212158,0.045196533,0.028564453,0.20169067,0.16581726,0.1767273,0.18936157,0.15385437,0.056640625,0.02609253,0.029815674
forest_cdmc12.jpg,0.1620636,0.38824463,0.18736267,0.17404175,0.06352234,0.018127441,0.0059814453,0.00065612793,0.04928589,0.28507996,0.26560974,0.1395874,0.09866333,0.118652344,0.038009644,0.0051116943,0.23399353,0.4138794,0.27127075,0.06437683,0.013885498,0.0021362305,0.00036621094,9.1552734e-05
forest_cdmc414.jpg,0.15740967,0.17272949,0.15811157,0.13977051,0.13052368,0.10824585,0.07269287,0.060516357,0.09861755,0.1506958,0.15541077,0.14872742,0.1368866,0.13293457,0.107559204,0.06916809,0.16651917,0.19387817,0.1771698,0.15510559,0.13423157,0.10079956,0.055023193,0.01727295
forest_cdmc290.jpg,0.20509338,0.2901764,0.33850098,0.12528992,0.03062439,0.008010864,0.0017852783,0.0005187988,0.09820557,0.13925171,0.20144653,0.3088379,0.18959045,0.048919678,0.011657715,0.002090454,0.23660278,0.34622192,0.30278015,0.08720398,0.020446777,0.005004883,0.0014801025,0.0002593994
forest_cdmc359.jpg,0.61032104,0.15206909,0.10681152,0.069244385,0.039749146,0.017593384,0.003982544,0.00022888184,0.56100464,0.15498352,0.104034424,0.07551575,0.051498413,0.033203125,0.015487671,0.004272461,0.7301941,0.16090393,0.06803894,0.028503418,0.010299683,0.001953125,0.00010681152,0.0
forest_for114.jpg,0.00018310547,0.0048217773,0.096725464,0.41011047,0.36805725,0.11029053,0.009094238,0.0007171631,0.00061035156,0.006362915,0.089782715,0.38858032,0.36767578,0.13327026,0.012863159,0.0008544922,0.0025787354,0.03819275,0.33520508,0.43397522,0.17199707,0.016860962,0.0009460449,0.00024414062
forest_cdmc556.jpg,0.027175903,0.04043579,0.043945312,0.078948975,0.16687012,0.25242615,0.230896,0.15930176,0.2989807,0.44621277,0.15870667,0.032180786,0.017074585,0.013046265,0.011489868,0.02230835,0.37435913,0.42755127,0.11541748,0.025360107,0.0149383545,0.012664795,0.013000488,0.016708374
forest_for121.jpg,0.04182434,0.1795044,0.175354,0.17826843,0.16973877,0.12390137,0.07572937,0.05567932,0.032180786,0.1614685,0.18034363,0.174057,0.17401123,0.13282776,0.08061218,0.0644989,0.16143799,0.22996521,0.20672607,0.17034912,0.11203003,0.06796265,0.04447937,0.0070495605
forest_for132.jpg,0.012298584,0.05406189,0.14833069,0.21214294,0.28712463,0.20567322,0.05279541,0.027572632,0.022567749,0.10191345,0.13296509,0.19480896,0.25012207,0.13980103,0.13676453,0.021057129,0.069503784,0.1812439,0.25180054,0.22842407,0.10404968,0.034576416,0.012161255,0.11824036
forest_bost103.jpg,0.0031585693,0.09727478,0.20315552,0.31819153,0.18371582,0.09901428,0.058746338,0.036743164,0.0038452148,0.09362793,0.1510315,0.33117676,0.20948792,0.11343384,0.06581116,0.031585693,0.040252686,0.26480103,0.36186218,0.18966675,0.07234192,0.03149414,0.01940918,0.02017212
