image_names,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
street_art549.jpg,0.0096588135,0.13613892,0.26338196,0.2532196,0.12606812,0.11091614,0.08401489,0.016601562,0.012771606,0.1485138,0.27044678,0.13725281,0.18785095,0.1937561,0.04219055,0.007217407,0.1767273,0.2346344,0.14480591,0.056137085,0.16511536,0.106536865,0.11430359,0.001739502
street_boston18.jpg,0.09555054,0.10072327,0.14416504,0.15275574,0.33761597,0.10700989,0.037643433,0.024536133,0.059280396,0.12312317,0.15892029,0.15644836,0.3581848,0.0881958,0.036193848,0.01965332,0.06652832,0.12538147,0.13040161,0.1854248,0.32702637,0.047409058,0.074279785,0.043548584
street_boston339.jpg,0.028060913,0.07055664,0.10803223,0.31729126,0.2892456,0.08337402,0.029373169,0.07406616,0.022140503,0.08287048,0.122924805,0.38352966,0.23646545,0.0599823,0.02067566,0.07141113,0.018005371,0.09082031,0.12225342,0.35357666,0.26501465,0.05973816,0.020828247,0.06976318
street_art771.jpg,0.1002655,0.13671875,0.22521973,0.06982422,0.06008911,0.04663086,0.29067993,0.0705719,0.10116577,0.06488037,0.26116943,0.11973572,0.04234314,0.03416443,0.14971924,0.2268219,0.13143921,0.27394104,0.087631226,0.058288574,0.03842163,0.033828735,0.033798218,0.34265137
street_art256.jpg,0.24717712,0.33039856,0.14474487,0.1156311,0.05580139,0.029144287,0.038909912,0.03819275,0.2331543,0.35203552,0.1441803,0.13031006,0.05267334,0.021972656,0.040008545,0.025665283,0.28660583,0.38578796,0.11064148,0.09498596,0.049850464,0.040756226,0.022079468,0.009292603
street_a714064.jpg,0.045394897,0.0921936,0.21670532,0.21803284,0.09339905,0.057678223,0.118515015,0.15808105,0.06666565,0.097091675,0.22706604,0.21824646,0.07197571,0.038970947,0.13278198,0.14720154,0.04878235,0.091552734,0.1179657,0.19683838,0.16403198,0.078948975,0.15115356,0.15072632
street_gre189.jpg,0.061965942,0.07284546,0.2476654,0.31077576,0.09559631,0.0753479,0.032943726,0.1028595,0.03401184,0.08850098,0.1144104,0.44436646,0.104278564,0.07267761,0.035064697,0.10668945,0.016021729,0.081466675,0.09687805,0.3301239,0.24511719,0.079940796,0.041259766,0.109191895
street_gre191.jpg,0.10787964,0.11482239,0.12617493,0.18225098,0.10798645,0.06561279,0.06529236,0.22998047,0.08113098,0.1277008,0.13027954,0.1913147,0.106552124,0.06159973,0.062438965,0.23898315,0.04725647,0.13627625,0.13095093,0.15287781,0.15731812,0.06539917,0.05265808,0.25726318
street_boston46.jpg,0.040130615,0.09007263,0.1634674,0.256073,0.27372742,0.07673645,0.047821045,0.051971436,0.03050232,0.087249756,0.15705872,0.27339172,0.20960999,0.0929718,0.0758667,0.073349,0.018936157,0.087265015,0.10310364,0.24806213,0.26272583,0.06959534,0.0423584,0.16795349
street_art1030.jpg,0.028549194,0.09957886,0.16622925,0.19929504,0.2985382,0.081329346,0.049118042,0.07736206,0.038406372,0.11785889,0.18423462,0.31278992,0.17419434,0.06365967,0.04020691,0.06864929,0.030822754,0.11405945,0.17752075,0.25509644,0.24440002,0.064315796,0.040756226,0.073028564
