image_names,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
insidecity_a79054.jpg,0.09152222,0.106170654,0.11425781,0.15748596,0.23513794,0.13641357,0.14959717,0.009414673,0.11753845,0.14421082,0.17893982,0.16041565,0.15826416,0.09454346,0.13648987,0.009597778,0.17430115,0.2400055,0.18078613,0.13249207,0.1162262,0.052597046,0.103500366,9.1552734e-05
insidecity_a855084.jpg,0.25242615,0.16304016,0.11659241,0.12670898,0.2129364,0.101135254,0.018295288,0.008865356,0.19075012,0.22361755,0.280838,0.11000061,0.13323975,0.04270935,0.010421753,0.008422852,0.14520264,0.28007507,0.2760315,0.07777405,0.12896729,0.06869507,0.014801025,0.008453369
insidecity_art947.jpg,0.16903687,0.17605591,0.15141296,0.17137146,0.19262695,0.070373535,0.042175293,0.026947021,0.10499573,0.1678009,0.15576172,0.11740112,0.13679504,0.2513275,0.04562378,0.02029419,0.107284546,0.15049744,0.1683197,0.11526489,0.11317444,0.12910461,0.2062378,0.010116577
insidecity_a385075.jpg,0.082214355,0.13398743,0.13296509,0.21620178,0.20716858,0.15519714,0.05970764,0.012557983,0.0962677,0.13549805,0.114852905,0.19735718,0.22024536,0.15016174,0.08305359,0.0025634766,0.08514404,0.13534546,0.12251282,0.16828918,0.22390747,0.1347351,0.12837219,0.0016937256
insidecity_art612.jpg,0.19317627,0.14501953,0.14144897,0.086364746,0.23542786,0.1007843,0.032470703,0.06530762,0.17100525,0.12638855,0.16607666,0.06347656,0.20869446,0.1676178,0.034072876,0.06266785,0.108047485,0.18191528,0.1699524,0.06311035,0.21517944,0.12805176,0.06338501,0.07035828
insidecity_bost29.jpg,0.02760315,0.09069824,0.117248535,0.1282196,0.42106628,0.13975525,0.048934937,0.026473999,0.02281189,0.1462555,0.12310791,0.27786255,0.17066956,0.21063232,0.035369873,0.013290405,0.030441284,0.14091492,0.14883423,0.25819397,0.14129639,0.07295227,0.054733276,0.15263367
insidecity_gre22.jpg,0.1781311,0.26789856,0.08969116,0.057006836,0.030654907,0.058441162,0.120651245,0.19752502,0.0819397,0.15457153,0.25360107,0.077545166,0.049072266,0.032852173,0.107559204,0.24285889,0.02218628,0.11021423,0.14892578,0.21447754,0.09118652,0.035110474,0.022842407,0.35505676
insidecity_hous13.jpg,0.0634613,0.20922852,0.18684387,0.24977112,0.16744995,0.062454224,0.04866028,0.012130737,0.05281067,0.17668152,0.21343994,0.20959473,0.22601318,0.09005737,0.028152466,0.003250122,0.07962036,0.21647644,0.21350098,0.1474762,0.14241028,0.17269897,0.024459839,0.0033569336
insidecity_artc3.jpg,0.054000854,0.19699097,0.1962738,0.108306885,0.0867157,0.067108154,0.12120056,0.16940308,0.074417114,0.16963196,0.18211365,0.19396973,0.11605835,0.10473633,0.06253052,0.09654236,0.0856781,0.10322571,0.15267944,0.16261292,0.1585083,0.184021,0.05895996,0.094314575
insidecity_art1604.jpg,0.020904541,0.069992065,0.1512909,0.33732605,0.09486389,0.14559937,0.16165161,0.018371582,0.018127441,0.016113281,0.095565796,0.06248474,0.4762268,0.158432,0.16127014,0.011779785,0.016555786,0.016067505,0.09428406,0.08552551,0.13154602,0.20248413,0.450943,0.0025939941
insidecity_city84.jpg,0.112701416,0.31835938,0.16461182,0.10076904,0.15213013,0.0929718,0.028945923,0.029510498,0.07156372,0.29177856,0.22566223,0.10671997,0.060577393,0.17103577,0.056869507,0.015792847,0.058624268,0.18234253,0.25646973,0.17765808,0.06565857,0.05480957,0.19477844,0.0096588135
insidecity_art1161.jpg,0.028945923,0.059066772,0.10998535,0.1670227,0.22996521,0.27593994,0.12327576,0.00579834,0.043884277,0.10321045,0.11364746,0.22547913,0.34402466,0.1583252,0.009613037,0.0018157959,0.07749939,0.12503052,0.27989197,0.2662506,0.038482666,0.030914307,0.18103027,0.00090026855
insidecity_art637.jpg,0.09423828,0.1211853,0.0975647,0.21429443,0.26115417,0.17407227,0.03437805,0.003112793,0.110702515,0.1295929,0.12208557,0.27441406,0.2625885,0.08314514,0.015182495,0.0022888184,0.07936096,0.13795471,0.11553955,0.23240662,0.30911255,0.09754944,0.02267456,0.0054016113
insidecity_boston361.jpg,0.016448975,0.06814575,0.07733154,0.25546265,0.42710876,0.10366821,0.044006348,0.007827759,0.018325806,0.07417297,0.09172058,0.47966003,0.22758484,0.08937073,0.012496948,0.006668091,0.018966675,0.08251953,0.101242065,0.49110413,0.22398376,0.06814575,0.008422852,0.0056152344
insidecity_art1037.jpg,0.008300781,0.058639526,0.10498047,0.19821167,0.35871887,0.23764038,0.027114868,0.0063934326,0.020019531,0.06376648,0.1399231,0.28137207,0.38197327,0.101882935,0.0048217773,0.0062408447,0.018737793,0.065078735,0.16023254,0.32502747,0.3393402,0.08140564,0.00390625,0.0062713623
insidecity_a212024.jpg,0.04598999,0.13291931,0.1048584,0.17015076,0.38204956,0.15603638,0.007583618,0.0004119873,0.08111572,0.12297058,0.099227905,0.1663971,0.36035156,0.15893555,0.010787964,0.00021362305,0.13404846,0.13490295,0.1608429,0.33078003,0.21511841,0.023544312,0.00030517578,0.00045776367
